month,store,aggregator_commission,cam,cogs_food_pluspackaging,gross_sales,marketing_&_advertisement,net_sales,other_opex_expenses,rent,utility_cost,store_labor_cost,total_outlet_expenses,outlet_ebitda
July 2024,ATT,1.5765,0.0944,5.455,14.2031,1.4024,13.8705,1.2844,1.888,1.2928,2.9246,15.918099999999999,-2.047599999999999
July 2024,AUR,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July 2024,AVK,3.3778,0.7722,9.7839,23.1839,0.9,22.811,1.3575,2.36,1.0006,4.1094,23.6614,-0.8504000000000005
July 2024,BAG,0.8334,0.3098,5.3545,14.511,0.0547,13.997,1.0023,1.6517,0.5627,3.1007,12.869799999999998,1.127200000000002
July 2024,BNJ,1.3635,0.0,5.657,11.6005,1.8232,11.3376,1.3616,4.13,0.5852,2.5153,17.4358,-6.0982
July 2024,BTG,5.4524,0.2602,11.4818,35.1999,0.0364,34.6942,1.3222,3.0017,0.4,3.4964,25.4511,9.243100000000002
July 2024,BVG,4.9139,0.118,14.1764,37.2124,0.39,36.6142,1.7357,1.405,1.1838,4.7403,28.6631,7.951099999999997
July 2024,CAR,0.9536,0.693,6.2929,16.6608,0.3901,16.0699,0.665,1.8741,0.95,2.7656,14.584299999999999,1.4856000000000016
July 2024,CLA,6.174,0.0,13.1011,31.1327,0.6986,31.109,1.825,0.3643,1.2876,3.9173,27.367900000000002,3.7410999999999994
July 2024,CPM,0.6605,0.7499,10.0394,27.5771,0.1616,26.4055,0.9812,4.0513,0.9872,4.1182,21.7493,4.656199999999998
July 2024,CVR,0.0,0.295,4.3725,12.3634,0.0181,11.7746,0.9519,1.3897,0.8141,2.0459,9.8872,1.8873999999999995
July 2024,CYG,3.1321,0.8937,8.9824,25.7403,0.1326,25.2122,1.4311,2.955,0.7646,3.4006,21.6921,3.5200999999999993
July 2024,DCB,0.0,0.0,6.353,14.5988,0.0323,14.5988,1.8085,0.0,0.01,3.1133,11.3171,3.2817000000000007
July 2024,DCH,0.0,0.0,13.1901,30.0278,0.0181,29.9856,3.9828,0.0,0.0,2.8037,19.9947,9.9909
July 2024,DIV,2.5356,0.177,7.2786,21.1953,0.3392,20.7197,1.4068,2.4331,1.3758,4.5572,20.103299999999997,0.6164000000000023
July 2024,DLF,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
July 2024,DLP,1.5374,0.7514,10.4872,27.5965,0.0359,26.6159,0.9841,3.3555,0.64,3.9746,21.7661,4.849799999999998
July 2024,DSL,1.5696,0.413,5.7035,15.9218,2.0197,15.5005,0.7414,1.6004,0.7213,3.2627,16.0316,-0.5311000000000003
July 2024,DTK,6.6784,0.2322,16.6482,46.4437,0.3639,45.6813,1.5072,4.135,1.7016,3.8821,35.1486,10.532699999999998
July 2024,DWR,6.6071,0.0,12.8784,30.1069,1.1953,30.1062,1.5772,0.3675,1.0515,2.9424,26.6194,3.4868000000000023
July 2024,ECN,3.1007,0.4553,9.6479,27.7888,0.0353,27.1702,1.2031,3.1763,1.0234,2.5924,21.234399999999997,5.935800000000004
July 2024,ECO-old,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
July 2024,ECT,5.7919,0.0,15.4838,39.1978,0.7562,38.6534,1.5994,1.6,1.5785,4.1387,30.948500000000003,7.704899999999995
July 2024,ECW-old,5.9686,0.2036,12.9163,38.4423,0.2899,37.986,1.2443,2.158,1.1602,3.3751,27.316000000000003,10.669999999999995
July 2024,EGL,0.0,0.0,6.6077,18.1917,0.1042,17.4256,1.3586,2.7128,0.82,2.9496,14.552900000000001,2.8726999999999983
July 2024,EKL,9.8532,0.0,24.1204,57.4649,1.7831,56.849,1.9901,3.54,3.0721,5.8077,50.1666,6.682399999999994
July 2024,EST,6.3191,0.3788,12.5534,36.9917,0.4358,36.6567,1.242,1.701,1.5784,4.3665,28.574999999999996,8.081700000000005
July 2024,ETF,0.0,0.0,8.7173,23.109,0.0181,22.0086,1.0657,4.6759,0.6238,3.4857,18.5865,3.4221000000000004
July 2024,ETV,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
July 2024,EXA,3.778,0.63,13.4398,36.1355,0.4778,35.2243,1.4351,4.5103,0.7788,3.5509,28.600700000000003,6.623599999999996
July 2024,FDN,9.4816,0.2804,23.2117,65.8867,0.355,64.8057,2.4396,3.3181,2.822,4.4634,46.37180000000001,18.433899999999994
July 2024,FLM,4.4776,0.0949,10.6633,27.7802,0.5193,27.4248,1.4849,1.9,1.4045,2.963,23.5075,3.917300000000001
July 2024,FSM,0.0,0.5711,8.6686,22.2504,1.3478,21.1908,0.7291,3.7505,0.3871,2.7207,18.174899999999997,3.015900000000002
July 2024,GCN,4.9816,0.6938,13.4437,29.633,0.9899,29.2971,1.644,2.2727,1.0814,3.2728,28.3799,0.9172000000000011
July 2024,GEB,5.0804,0.563,13.0487,30.5636,1.215,30.2184,1.5335,1.227,2.2128,3.6066,28.487000000000002,1.7313999999999972
July 2024,GSC,0.0,0.0,6.882,17.7225,0.0181,16.8786,2.7402,0.0,0.0,2.5896,12.229899999999999,4.6487
July 2024,GSM,3.2589,0.2654,8.8656,22.7427,2.5059,22.3693,0.7881,1.18,0.8679,3.6705,21.402300000000004,0.9669999999999952
July 2024,HIM,2.4053,0.0,8.3218,21.2977,0.7354,20.7945,1.0973,1.475,1.0354,3.4063,18.4765,2.317999999999998
July 2024,HSR,13.4571,0.0,32.612,86.1641,0.3602,85.2256,2.9969,2.0661,2.1902,6.5339,60.21640000000001,25.009199999999993
July 2024,IBC,1.6282,0.0,6.408,16.6338,0.3224,16.2778,0.8892,0.7611,0.843,2.8706,13.7225,2.555299999999999
July 2024,IHY,3.0804,0.4248,15.5892,43.9787,0.7135,42.5365,1.4382,6.7196,1.0499,4.2509,33.2665,9.269999999999996
July 2024,INB,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
July 2024,IND,14.122,0.0,32.8948,85.3618,1.8315,84.5645,2.7404,2.4811,2.4105,6.7917,63.27199999999999,21.292500000000004
July 2024,ITPL,9.0586,0.0,26.6572,66.2999,1.3465,65.0039,2.17,6.4408,1.7,6.5807,53.953799999999994,11.050100000000008
July 2024,JAP,5.756,0.0,11.0345,26.1696,1.0367,26.1675,1.5563,0.371,1.2987,2.9682,24.0214,2.1461000000000006
July 2024,JIG,8.2939,0.0865,19.3019,45.8721,0.6593,45.491,1.8084,1.45,2.1834,4.6359,38.41929999999999,7.071700000000007
July 2024,JPC,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July 2024,JPN,8.5042,0.0,23.2395,57.489,0.9945,56.7804,2.3273,5.714,1.9062,4.9228,47.6085,9.1719
July 2024,KAM,0.4669,0.0452,2.4697,4.7259,0.5851,4.6055,1.4153,4.2047,0.8718,0.1952,10.253900000000002,-5.648400000000001
July 2024,KBB,5.7035,0.531,11.6427,25.6682,2.5383,25.5779,1.7838,0.2754,0.9607,3.4783,26.9137,-1.335799999999999
July 2024,KCK,10.6119,0.0,18.5556,48.4832,1.0783,48.4828,1.8589,0.3828,1.5306,3.9802,37.9983,10.484499999999997
July 2024,KNP,4.0409,,10.16,25.6094,1.3411,25.2599,1.4359,1.652,1.4249,3.4208,23.4756,1.7842999999999982
July 2024,KOR,7.1739,0.0,17.8449,47.3159,0.8601,46.6027,2.1089,2.36,2.1563,3.8766,36.380700000000004,10.221999999999994
July 2024,KTP,4.8059,0.531,15.7629,43.1689,0.6574,42.1431,1.2449,3.4813,2.633,4.9089,34.0253,8.117799999999995
July 2024,LTP,3.4023,0.4507,9.1871,24.9509,0.4003,24.4884,1.0127,2.0996,1.3905,3.2981,21.2413,3.2470999999999997
July 2024,MAN,2.5561,0.0,9.8005,27.4233,1.5729,26.7115,0.9757,3.1363,0.8967,2.9961,21.9343,4.777200000000001
July 2024,MTP,0.0,0.0,4.7917,11.6096,0.0303,11.0568,1.0031,2.1427,0.7358,1.9756,10.6792,0.37760000000000105
July 2024,NSS,8.205,0.0,15.8619,36.9931,0.9805,36.992,2.1011,0.47,1.2258,2.9381,31.7824,5.209599999999998
July 2024,ORE,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July 2024,ORW,1.7913,1.0762,10.9802,32.2132,1.9331,31.1127,1.039,4.8463,1.0264,3.4927,26.1852,4.927500000000002
July 2024,PBF,2.7925,0.59,8.64,19.9146,3.9382,19.5765,1.4498,2.2454,0.5822,4.165,24.403100000000002,-4.826600000000003
July 2024,PPM,3.214,0.4553,8.6706,22.8388,0.5768,22.4391,1.2792,1.8896,0.8303,2.9767,19.8925,2.5466000000000015
July 2024,PRI,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July 2024,PRM,0.0,1.3017,5.3949,13.8543,0.0322,13.1946,1.1848,2.4314,0.9375,3.0709,14.3534,-1.1588000000000012
July 2024,PTP,,0.0,0.0,,0.0181,0.0,0.0343,0.0,0.0,0.0,0.0524,-0.0524
July 2024,RGA,4.6704,0.2643,10.0925,29.3739,0.051,29.0846,1.3124,2.1937,0.9173,3.0393,22.5409,6.543699999999998
July 2024,RMZ,0.9723,0.1888,7.0901,19.5757,0.1185,18.8886,1.321,2.4978,0.5514,3.25,15.989899999999999,2.8987000000000016
July 2024,ROH,5.3555,0.0,10.6415,24.5251,1.214,24.5251,1.4748,0.45,1.1804,3.2914,23.607599999999998,0.9175000000000004
July 2024,RRR,3.2962,0.4413,9.6836,25.6691,0.3408,25.245,1.2407,2.0645,1.0332,3.3372,21.4375,3.807500000000001
July 2024,SCH,0.0,0.5464,10.5113,27.9825,0.0714,26.65,0.9815,3.1447,1.0642,3.3332,19.6527,6.997299999999999
July 2024,SCK,9.9285,0.0,20.9372,49.0204,0.4702,49.0204,1.8424,0.441,1.0851,3.7145,38.4189,10.601500000000001
July 2024,SEC,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July 2024,SES,6.068,0.0,11.9659,27.8862,0.7182,27.8837,1.9943,0.3307,1.0209,3.2454,25.3434,2.540300000000002
July 2024,SFC,10.7418,0.0578,19.8509,49.6245,0.7838,49.618,2.4333,0.4969,0.9932,3.5463,38.903999999999996,10.714000000000006
July 2024,SHV,4.6204,0.1475,10.5953,30.3899,0.5481,29.9635,1.5573,1.416,0.9231,4.4666,24.2743,5.6892
July 2024,SIG,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
July 2024,SJP,0.8508,0.0,2.9779,5.7763,0.475,5.6875,1.7527,2.5,0.2817,0.2485,9.0866,-3.3991000000000007
July 2024,SKO,6.7931,1.03,19.1362,46.9077,0.5255,46.1609,2.4934,3.9568,1.9252,4.6599,40.5201,5.640799999999999
July 2024,SMR,9.9811,0.209,21.1449,59.6617,1.5135,58.9471,1.6907,1.6388,1.9358,4.6234,42.7372,16.209899999999998
July 2024,STN,,0.59,7.0985,18.1422,0.8155,17.2783,1.1668,2.832,0.9,2.6468,16.049599999999998,1.2287000000000035
July 2024,SYH,7.9326,0.0,18.7942,47.06,0.9997,46.6001,1.7473,2.065,1.9668,5.4134,38.919,7.681100000000001
July 2024,Tecno,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,
July 2024,VBP,8.7988,0.4673,21.7537,53.5209,0.815,52.8423,1.819,2.6727,1.3568,4.0845,41.7678,11.0745
July 2024,VEL,4.4581,,12.5917,34.7347,0.9063,34.0336,1.5296,1.394,1.733,4.2642,26.8769,7.156700000000001
July 2024,VIR,5.1999,0.295,10.3419,30.6366,0.2925,30.2908,1.3519,2.3048,1.658,3.9412,25.385200000000005,4.905599999999996
July 2024,VRA,2.5609,1.0915,9.6992,25.3781,0.8779,24.736,1.0662,3.071,1.891,4.9768,25.234499999999997,-0.4984999999999964
June 2024,ADM,15.2327,1.1417,33.1729,81.298,0.7332,80.7122,2.2587,5.1005,1.4408,6.4639,65.5444,15.1678
June 2024,AKA,3.2694,0.59,7.7667,20.6669,1.6108,20.3922,0.9205,1.593,0.9848,3.4454,20.1806,0.21160000000000068
June 2024,ANN,5.6661,0.8615,15.2198,38.5342,0.8417,37.9297,1.5273,4.1515,1.5456,4.5164,34.3299,3.599799999999995
June 2024,ARK,8.8176,0.0,19.9502,55.4193,0.9835,54.7565,1.9085,1.475,1.5783,4.7522,39.4653,15.291200000000003
June 2024,ATL,2.9108,0.531,11.4898,29.3855,0.8494,28.6011,1.3497,2.7981,0.7,2.673,23.3018,5.299299999999999
June 2024,ATT,0.6633,0.0346,2.6335,5.7932,0.9472,5.6611,1.1106,0.6923,0.4234,2.4444,8.949300000000001,-3.2882000000000007
June 2024,AUR,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June 2024,AVK,3.397,0.7722,10.2431,24.5049,1.0331,24.0717,1.0431,2.5698,1.1153,3.5921,23.7657,0.30600000000000094
June 2024,BAG,0.9422,0.3098,6.2328,15.8063,0.0347,15.2537,0.9217,1.8,0.5155,2.41,13.166700000000002,2.086999999999998
June 2024,BTG,3.2156,0.2602,8.0099,22.6587,0.0162,22.2724,0.9715,2.0434,0.4274,3.0109,17.9551,4.3172999999999995
June 2024,BVG,4.5098,0.118,13.9656,35.0153,0.3762,34.3927,1.6378,1.405,1.1681,3.7663,26.9468,7.445899999999998
June 2024,CAR,0.9626,0.693,6.7394,17.1371,0.2446,16.5301,0.6325,1.9319,0.7,2.3967,14.300699999999999,2.229400000000002
June 2024,CLA,6.2918,0.0,12.7515,30.8081,0.6016,30.7799,1.4939,0.3816,1.2899,3.6938,26.504099999999998,4.275800000000004
June 2024,CPM,0.5836,0.6933,9.8112,27.3786,0.0846,26.2047,1.0309,4.0203,1.0,4.4954,21.719299999999997,4.485400000000002
June 2024,CVR,0.0,0.295,3.9118,10.6558,0.0162,10.1484,0.7096,1.1736,0.876,2.5713,9.5535,0.5949000000000009
June 2024,CYG,2.2095,0.8937,7.27,20.3523,0.192,19.8745,0.9927,2.4309,0.7986,2.8251,17.612499999999997,2.262000000000004
June 2024,DCB,0.0,0.0,5.5182,11.8822,0.0788,11.8822,1.358,0.0,0.0,2.8712,9.8262,2.055999999999999
June 2024,DCH,0.0,0.0,12.1141,25.9688,0.0162,25.9247,2.98,0.0,0.0,3.0311,18.1414,7.7833000000000006
June 2024,DIV,3.213,0.177,8.2238,22.9199,0.2647,22.5021,1.1627,2.6552,1.3313,3.4725,20.5002,2.001899999999999
June 2024,DLF,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
June 2024,DLP,1.179,0.5855,8.8696,23.581,0.0429,22.7097,0.8748,2.9034,0.6092,3.5538,18.6182,4.0915
June 2024,DSL,1.5765,0.413,6.2091,15.524,1.9974,15.1241,0.8771,1.5532,0.9311,2.9526,16.51,-1.3859000000000012
June 2024,DTK,6.8523,0.2322,17.2221,45.965,0.3389,45.2426,1.5578,4.0556,1.6764,3.6704,35.6057,9.636900000000004
June 2024,DWR,6.435,0.0,12.7327,29.2572,1.1769,29.2565,1.169,0.3675,1.052,3.1728,26.1059,3.1506000000000007
June 2024,ECN,2.8885,0.4445,9.2176,25.4826,0.1901,24.9265,1.0902,2.6836,1.1123,2.7391,20.365900000000003,4.560599999999997
June 2024,ECO-old,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
June 2024,ECT,5.8368,0.0,15.749,38.5053,0.8293,37.9633,1.638,1.6,1.8588,4.453,31.9649,5.998399999999997
June 2024,ECW-old,6.2713,0.2036,13.421,38.0559,0.2967,37.637,1.1782,0.4071,1.1449,3.2806,26.2034,11.433600000000002
June 2024,EGL,0.0,0.0,6.3654,16.0656,0.0175,15.3806,1.0212,1.9401,0.9125,2.4177,12.6744,2.706199999999999
June 2024,EKL,8.9698,0.0,22.1658,53.2773,2.7587,52.673,2.3569,3.54,2.5497,5.6848,48.0257,4.647300000000001
June 2024,EST,6.2285,0.3788,12.5384,36.4796,0.4715,36.1107,1.1758,1.701,1.5894,3.6492,27.7326,8.3781
June 2024,ETF,0.0,0.0,8.1543,20.5979,0.0351,19.617,1.0734,2.7778,0.619,2.6081,15.267699999999998,4.349300000000003
June 2024,ETV,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
June 2024,EXA,3.4489,0.63,13.2327,36.0491,0.3805,35.0629,0.9664,4.4913,0.7736,3.6141,27.537499999999998,7.525400000000001
June 2024,FDN,9.2925,0.2804,22.2092,62.7032,0.2798,61.7112,2.3465,3.0433,3.7208,4.943,46.1155,15.5957
June 2024,FLM,4.6331,0.0949,10.7958,27.3415,0.8451,27.0324,1.3182,1.9,0.9957,2.9261,23.508899999999997,3.523500000000002
June 2024,FSM,0.0032,0.5711,9.1324,22.4254,0.866,21.3581,0.9953,3.7784,0.4163,3.2795,19.0422,2.315899999999999
June 2024,GCN,5.3457,0.6938,14.34,32.382,0.6105,32.0093,1.3897,2.4871,0.867,3.3284,29.062199999999997,2.947100000000006
June 2024,GEB,4.9068,0.563,12.2513,28.9107,1.6664,28.6035,1.3322,1.086,2.0745,3.532,27.4122,1.1913000000000018
June 2024,GSC,0.0,0.0,6.0004,15.1559,0.0609,14.4342,2.7843,0.0,0.0,3.0144,11.860000000000001,2.5741999999999994
June 2024,GSM,3.7607,0.2654,9.8433,24.9688,1.1114,24.5904,0.983,1.18,0.8406,2.4454,20.4298,4.160599999999999
June 2024,HIM,2.282,0.0,8.3038,21.0372,0.6559,20.5276,0.9897,1.475,1.2004,3.8009,18.707700000000003,1.819899999999997
June 2024,HSR,13.0803,0.0,29.6377,82.0574,0.5079,81.1193,2.5974,2.0661,2.5292,6.3603,56.7789,24.340399999999995
June 2024,IBC,1.2385,0.0,4.8365,12.5174,0.239,12.233,0.9007,0.7611,0.8966,2.2342,11.1066,1.1264000000000003
June 2024,IHY,2.594,0.4248,15.4986,42.6966,0.584,41.2156,1.4251,6.6097,1.1538,4.1887,32.4787,8.736899999999999
June 2024,INB,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
June 2024,IND,13.0314,0.0,28.4527,75.1995,1.6655,74.5523,3.1816,2.4811,2.4583,5.2278,56.498400000000004,18.0539
June 2024,ITPL,8.9858,0.0,25.7473,64.81,0.717,63.5607,2.0204,6.1943,1.5949,6.9628,52.2225,11.3382
June 2024,JAP,5.3955,0.0,10.6996,24.4434,1.2759,24.4391,1.1965,0.371,1.1184,3.4839,23.5408,0.898299999999999
June 2024,JIG,8.2051,0.0865,17.9987,43.914,1.7553,43.6022,2.1575,1.45,1.8567,4.2101,37.719899999999996,5.882300000000008
June 2024,JPC,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June 2024,JPN,8.8147,0.0,23.2762,58.7329,0.8135,57.9895,2.0401,5.7671,1.8665,4.6978,47.2759,10.7136
June 2024,KBB,4.8779,0.531,10.0062,24.0211,1.3855,23.9329,1.1694,0.2702,1.0875,2.8846,22.2123,1.720600000000001
June 2024,KCK,10.8963,0.0,18.9193,49.4076,0.8497,49.406,1.4256,0.3828,1.4912,4.1268,38.091699999999996,11.314300000000003
June 2024,KNP,3.9412,,10.4894,25.8501,2.1174,25.4678,1.462,1.652,1.4276,3.5443,24.633899999999997,0.8339000000000034
June 2024,KOR,6.5592,0.0,16.1138,43.7644,1.4698,43.0809,1.5952,2.36,2.251,4.1124,34.461400000000005,8.619499999999995
June 2024,KTP,4.7478,0.531,15.0652,41.4389,1.2711,40.481,1.1581,3.3435,2.6585,4.747,33.5222,6.958800000000004
June 2024,LTP,3.8489,0.4507,10.6389,27.9545,1.8092,27.4411,1.181,2.3446,1.332,3.2012,24.8065,2.634599999999999
June 2024,MAN,2.0348,0.0,8.6729,25.0012,1.3631,24.2686,0.9214,2.8637,0.7778,2.897,19.530700000000003,4.737899999999996
June 2024,MTP,0.0,0.0,4.4632,10.2928,0.0175,9.8026,0.8718,1.3881,0.7492,1.8368,9.326600000000001,0.4759999999999991
June 2024,NSS,8.0794,0.0,15.1689,36.5264,1.144,36.5259,1.7065,0.47,1.2302,2.7527,30.5517,5.9742
June 2024,ORE,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June 2024,ORW,1.9286,1.0762,10.5344,30.8666,0.9174,29.8465,1.3309,4.6669,1.0063,3.9283,25.389,4.4575
June 2024,PBF,2.7977,0.59,8.5497,20.729,4.0562,20.3521,1.0983,2.214,0.5912,3.5354,23.432499999999997,-3.0803999999999974
June 2024,PPM,3.1141,0.4553,8.9634,22.8197,1.197,22.4032,1.0067,1.912,0.8017,2.9773,20.4275,1.9756999999999998
June 2024,PRI,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June 2024,PRM,0.0,1.3213,5.3983,14.6934,0.0162,13.9937,1.1636,2.4314,0.8,3.2606,14.3914,-0.3977000000000004
June 2024,PTP,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June 2024,RGA,5.0028,0.2643,10.8872,29.5751,0.0347,29.304,1.2036,2.1766,0.9296,2.859,23.357799999999997,5.946200000000001
June 2024,RMZ,0.9472,0.1888,6.3749,17.1846,0.0347,16.5921,1.0909,2.0978,0.5631,2.9928,14.290199999999999,2.3019
June 2024,ROH,5.4361,0.0,10.5345,24.7229,1.1708,24.7229,1.3339,0.45,1.3055,3.7633,23.9941,0.7287999999999997
June 2024,RRR,3.1993,0.4413,10.2677,23.8559,0.4826,23.4679,1.1622,2.0645,1.0169,3.2135,21.848,1.6199000000000012
June 2024,SCH,0.0,0.5464,10.9304,28.6143,0.0366,27.2517,1.0027,3.2157,1.1248,2.9995,19.8561,7.395599999999998
June 2024,SCK,10.0581,0.0,20.5336,46.8017,0.6758,46.7972,1.6194,0.441,1.5435,3.7824,38.6538,8.1434
June 2024,SEC,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June 2024,SES,6.1696,0.0,11.8553,28.4289,1.0562,28.427,1.6208,0.3307,1.1041,3.1442,25.280900000000003,3.146099999999997
June 2024,SFC,10.9608,0.0578,21.3197,50.0819,0.9507,50.079,2.0823,0.4969,1.2584,3.5626,40.6892,9.389800000000001
June 2024,SHV,4.6742,0.1475,10.7786,30.2174,0.4846,29.7943,1.2602,1.416,1.092,4.3352,24.188299999999998,5.606000000000002
June 2024,SIG,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
June 2024,SJP,0.0,0.0,0.0,,0.0,0.0,0.2123,3.8009,0.0,0.0,4.0132,-4.0132
June 2024,SKO,6.2976,1.03,16.7199,40.7898,0.8317,40.211,1.9956,3.3307,2.0042,4.2816,36.4913,3.719699999999996
June 2024,SMR,9.5261,0.209,20.4129,56.6078,1.8599,55.9486,1.6743,1.6333,1.8807,4.876,42.0722,13.876399999999997
June 2024,STN,0.005,0.9637,1.8482,3.9595,0.3168,3.7709,0.9104,0.6608,0.25,1.5389,6.4938,-2.7229
June 2024,SYH,7.5955,0.0,18.0235,45.4332,1.6852,44.9497,1.7468,2.065,1.896,4.8918,37.9038,7.045900000000003
June 2024,Tecno,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,
June 2024,VBP,8.78,0.4673,21.4682,53.4649,0.9865,52.7954,1.4694,2.7173,1.0344,4.1448,41.067899999999995,11.727500000000006
June 2024,VEL,4.199,,12.4006,34.4487,0.79,33.7043,1.6117,1.7,1.9485,4.7268,27.3766,6.327700000000004
June 2024,VIR,5.2599,0.295,10.7016,30.2586,0.5456,29.9429,1.3811,2.139,0.9961,3.838,25.1563,4.7866
June 2024,VRA,2.6842,1.0915,9.8623,26.2044,1.7092,25.5289,0.8358,3.1636,1.6266,3.9341,24.9073,0.6216000000000008
May 2024,ADM,14.6296,1.1417,30.4243,78.0509,0.7911,77.4578,2.2599,5.0046,1.4002,6.4362,62.0876,15.370200000000004
May 2024,AKA,2.9945,0.59,6.7848,17.5827,0.9905,17.3982,0.9892,1.593,1.076,3.2529,18.270899999999997,-0.8726999999999983
May 2024,ANN,5.4924,0.8615,14.4986,38.966,0.9724,38.2999,1.5367,4.244,1.4169,4.0508,33.073299999999996,5.226600000000005
May 2024,ARK,8.4667,0.0,17.6065,51.5165,0.7818,50.8987,1.6764,1.475,1.5209,4.9799,36.5072,14.3915
May 2024,ATL,1.0865,0.2741,5.134,13.7316,0.8841,13.3151,0.8292,1.3753,0.48,2.4613,12.5245,0.7905999999999995
May 2024,AUR,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,AVK,3.6869,0.7722,10.2464,25.6159,1.2584,25.1767,1.3061,2.5218,1.0755,4.0632,24.930500000000002,0.2461999999999982
May 2024,BAG,1.0745,0.3098,7.251,19.6684,0.124,18.9534,0.9426,2.2366,0.6093,2.7521,15.299900000000001,3.6534999999999975
May 2024,BTG,3.8529,0.2602,8.982,26.0806,0.0958,25.6589,1.2985,2.3099,1.0594,2.8974,20.7561,4.902799999999999
May 2024,BVG,4.7282,0.118,12.9767,35.8292,0.8183,35.1568,1.5272,1.405,1.4107,3.7049,26.689,8.467799999999997
May 2024,CAR,1.0424,0.693,6.2642,17.1156,0.7412,16.5233,0.5093,1.8975,0.7227,2.4306,14.300900000000002,2.222399999999997
May 2024,CLA,6.4396,0.0,12.431,29.83,1.4279,29.8061,1.5905,0.3469,1.355,3.2285,26.8194,2.986699999999999
